ad,dogum_yeri,dogum_tarihi,yas,ilkokul,ilkokul_yillari,lise,lise_yillari,universite,universite_yillari,bolum,yuksek_lisans,yuksek_lisans_yillari,doktora,doktora_yillari,calistigi_kurumlar,calisma_yillari,kurdugu_girisim_ve_dernekler,girisim_kurulus_yillari,yasadigi_sehir,hobiler,es,cocuklar,akademik_yayinlar,yayin_yillari,dosya_adi,ilkokul_yillari_baslangic,ilkokul_yillari_bitis,lise_yillari_baslangic,lise_yillari_bitis,universite_yillari_baslangic,universite_yillari_bitis,yuksek_lisans_yillari_baslangic,yuksek_lisans_yillari_bitis,doktora_yillari_baslangic,doktora_yillari_bitis,calisma_yillari_baslangic,calisma_yillari_bitis
Nihat Şimşek,Kayseri,22.09.1988,37,Fevzi Çakmak İlköğretim Okulu,1994-2002,Kayseri Lisesi,2002-2006,İstanbul Teknik Üniversitesi,2006-2010,Gıda Mühendisliği Bölümü,Ege Üniversitesi,2010-2012,Ankara Üniversitesi,2012-2016,"['Unilever Türkiye', 'Tarım ve Orman Bakanlığı', 'Sabancı Üniversitesi']","['2012-2014', '2016-2018', '2018-devam ediyor']",['Sürdürülebilir Gıda Platformu'],['2021'],İstanbul,"['amatör aşçılık', 'doğa yürüyüşleri', 'makro fotoğrafçılık']",Ayşe Şimşek,"['Elif', 'Can']","['Gıda Atıklarından Biyoplastik Üretimi Üzerine Bir Araştırma: Enzimatik Hidroliz Yaklaşımı', ""Türkiye'de Sürdürülebilir Gıda Tedarik Zincirlerinin Geliştirilmesi: Bir Model Önerisi"", 'Bitki Bazlı Proteinlerin Tekstür ve Duyusal Özelliklerinin İyileştirilmesi', 'Geleceğin Gıdaları: Hücre Temelli Et Üretiminde Son Gelişmeler ve Potansiyel Engeller']","['2017', '2019', '2021', '2022']",nihat_simsek.md,1994,2002,2002,2006,2006,2010,2010,2012,2012,2016,['2012,"2014', '2016-2018', '2018-devam ediyor']"
Nisan Aktaş,Antalya,05.09.1989,36,Antalya Barbaros İlkokulu,1995-2003,Antalya Anadolu Lisesi,2003-2007,Dokuz Eylül Üniversitesi,2007-2012,Mimarlık,Mimar Sinan Güzel Sanatlar Üniversitesi,2014-2016,,None,"['Özkan Mimarlık', 'Anıt Yapı Restorasyon', 'Yeşil Kent Yapı A.Ş.']","['2012-2014', '2016-2019', '2019-devam ediyor']",[],[],İstanbul,"['fotoğrafçılık', 'yoga', ""İstanbul'un farklı semtlerini ve yakın çevresindeki kasabaları keşfetmek"", 'bitki yetiştirmek', 'balkon bahçesiyle uğraşmak']",Can Yılmaz,['Ela'],['Tarihi Kent Dokularında Sürdürülebilir Dönüşüm Yaklaşımları: Beyoğlu Örneği'],['2017'],nisan_aktas.md,1995,2003,2003,2007,2007,2012,2014,2016,None,,['2012,"2014', '2016-2019', '2019-devam ediyor']"
Nisan Çakır,Antalya,12.04.1989,36,Atatürk İlköğretim Okulu,1995-2003,Antalya Anadolu Lisesi,2003-2007,Karadeniz Teknik Üniversitesi (KTÜ),2007-2011,Mimarlık Fakültesi,Mimar Sinan Güzel Sanatlar Üniversitesi,2012-2014,,None,"['Arkitekt Yapı Tasarım', 'Ekolojik Mimarlık A.Ş.', 'Yeşil Şehir Tasarım Atölyesi']","['2011-2012', '2014-2019', '2019-devam ediyor']",['Yeşil Şehir Tasarım Atölyesi'],['2019'],İstanbul,"['doğa yürüyüşleri', 'eski eser restorasyonu', 'ahşap oyma sanatı', 'botanik bahçesi ziyareti', 'şehir bisiklet turları', 'yerel sanat galerilerini keşfetmek']",Emre Doğan,"['Defne', 'Can']","['Kentsel Dönüşümde Yeşil Alan Entegrasyonu ve Sosyal Etkileri', 'Sürdürülebilir Kentler için Ekolojik Mimarlık Yaklaşımları: Türkiye Örnekleri']","['2015', '2018']",nisan_cakir.md,1995,2003,2003,2007,2007,2011,2012,2014,None,,['2011,"2012', '2014-2019', '2019-devam ediyor']"
Ömer Ermiş,Gaziantep,15.03.1989,36,Gaziantep Necatibey İlkokulu,1995-2000,Gaziantep Vehbi Dinçerler Anadolu Lisesi,2000-2007,Boğaziçi Üniversitesi,2008-2012,İşletme Bölümü,Marmara Üniversitesi,2013-2015,,None,"['Aktif Bank', 'Garanti BBVA', 'Getir']","['2012-2016', '2017-2020', '2020-devam ediyor']",[],[],İstanbul,"['uzun mesafe koşusu', 'vintage Türkiye haritaları koleksiyonculuğu', 'satranç problemleri çözmek', 'dijital fotoğrafçılık']",Elif Demirel,"['Can Ermiş', 'Ada Ermiş']","['Büyük Veri Analitiği ile Finansal Piyasa Anomalilerinin Tespiti', 'Makine Öğrenimi Algoritmalı Kredi Riski Değerlendirmesi: Türkiye Örneği']","['2016', '2019']",omer_ermis.md,1995,2000,2000,2007,2008,2012,2013,2015,None,,['2012,"2016', '2017-2020', '2020-devam ediyor']"
Onur Aslan,Samsun,15.08.1987,38,Samsun Gazi İlkokulu,1993-2001,Ankara Fen Lisesi,2002-2006,Orta Doğu Teknik Üniversitesi,2004-2008,Şehir ve Bölge Planlama Bölümü,Hacettepe Üniversitesi,2009-2011,,None,"['Ankara Büyükşehir Belediyesi', 'Türkiye Sanayicileri ve İş İnsanları Derneği (TÜSİAD)', 'Şehir Yeniden Derneği', 'Sürdürülebilir Kent Atölyesi']","['2011-2014', '2014-2017', '2017-2021', '2021-devam ediyor']",['Sürdürülebilir Kent Atölyesi'],['2021'],Ankara,"['doğa yürüyüşü', 'şehir fotoğrafçılığı', 'klasik müzik dinlemek', 'yeni restoranlar keşfetmek']",Ayşe Demir,"['Deniz', 'Emre']",['Sürdürülebilir Şehir Planlamasında Vatandaş Katılımının Rolü'],['2012'],onur_aslan.md,1993,2001,2002,2006,2004,2008,2009,2011,None,,['2011,"2014', '2014-2017', '2017-2021', '2021-devam ediyor']"
Onur Kaya,Bursa,15.08.1988,37,Hüseyin Sungur İlkokulu,1994-2002,Bursa Anadolu Lisesi,2002-2006,Boğaziçi Üniversitesi,2006-2010,Ekonomi,İstanbul Teknik Üniversitesi,2010-2012,,None,"['Türkiye İş Bankası', 'Garanti BBVA', 'Paratik Finansal Teknolojiler A.Ş.']","['2012-2017', '2017-2020', '2020-devam ediyor']",['Veri ve Finansın Geleceği Derneği'],['2021'],İstanbul,"['dağcılık', 'gitar çalmak', 'veri görselleştirme sanatı']",Ayşe Kaya,"['Zeynep', 'Can']","['Makine Öğrenimi ile Kredi Risk Analizi: Türkiye Bankacılık Sektörü Üzerine Bir Uygulama', 'Finansal Piyasalarda Anomali Tespiti için Derin Öğrenme Yöntemleri']","['2015', '2019']",onur_kaya.md,1994,2002,2002,2006,2006,2010,2010,2012,None,,['2012,"2017', '2017-2020', '2020-devam ediyor']"
Orhan Gökmen,Kayseri,15.05.1980,45,Kayseri Talas İlkokulu,1986-1991,Kayseri Fen Lisesi,1991-1998,Ege Üniversitesi,1998-2003,Çevre Mühendisliği,Yıldız Teknik Üniversitesi,2004-2006,İstanbul Üniversitesi,2018-2022,"['Çevre ve Şehircilik Bakanlığı', 'EkoPro Çevre Danışmanlık A.Ş.', 'Türk Telekom', 'Akfen Yenilenebilir Enerji']","['2006-2010', '2010-2015', '2015-2018', '2018-devam ediyor']",['Sürdürülebilir Yaşam Derneği'],['2019'],İstanbul,"['Doğa yürüyüşleri', 'kuş gözlemciliği', 'amatör fotoğrafçılık', 'belgesel izlemek', 'dünya mutfaklarını denemek']",Elif Gökmen,"['Ada Gökmen', 'Deniz Gökmen']","[""Türkiye'de Telekomünikasyon Sektöründe Sürdürülebilir Atık Yönetimi Uygulamaları ve Çevresel Faydaları."", 'Yenilenebilir Enerji Projelerinde Ekosistem Etki Değerlendirmesi Metodolojileri.']","['2017', '2021']",orhan_gokmen.md,1986,1991,1991,1998,1998,2003,2004,2006,2018,2022,['2006,"2010', '2010-2015', '2015-2018', '2018-devam ediyor']"
Ozan Altun,Kayseri,15.08.1989,36,Nuh Mehmet Baldöktü İlkokulu,1996-2000,Ankara Fen Lisesi,2004-2007,Orta Doğu Teknik Üniversitesi (ODTÜ),2007-2011,Bilgisayar Mühendisliği,Sabancı Üniversitesi,2011-2013,,None,"['Microsoft Türkiye', 'Türk Telekom', 'Veri Vizyon Teknoloji']","['2013-2015', '2015-2018', '2019-devam ediyor']",['Veri Vizyon Teknoloji'],['2019'],İstanbul,"['drone ile fotoğraf ve video çekmek', 'doğa yürüyüşleri yapmak', 'bağlama çalmak', 'yapay zeka ve felsefe üzerine kitaplar okumak']",Elif Aslan,"['Defne', 'Can']","['Türkçe Metinlerde Duygu Analizi için Derin Öğrenme Yaklaşımları', 'Büyük Veri Ortamlarında Gerçek Zamanlı Anomali Tespiti için Gelişmiş Makine Öğrenmesi Yöntemleri']","['2013', '2018']",ozan_altun.md,1996,2000,2004,2007,2007,2011,2011,2013,None,,['2013,"2015', '2015-2018', '2019-devam ediyor']"
Ozan Aslan,Balıkesir,15.08.1983,42,Balıkesir Sakarya İlkokulu,1989-1994,Balıkesir Sırrı Yırcalı Anadolu Lisesi,1997-2001,Orta Doğu Teknik Üniversitesi,2004-2008,Bilgisayar Mühendisliği,Koç Üniversitesi,2009-2011,,None,"['Microsoft Türkiye', 'Unity Technologies (Türkiye Ofisi)', 'Freelance Oyun Danışmanı']","['2008-2012', '2012-2015', '2015-2016']","['PixelForge Studios', 'Game Developers Türkiye Derneği']","['2016', '2019']",İstanbul,"['doğa yürüyüşleri', 'amatör astronomi', 'eski bilgisayar oyunları ve konsolları koleksiyonu', 'seyahat etmek']",Zeynep Aslan,"['Deniz', 'Emir']","['Yapay Zeka Destekli Prosedürel İçerik Üretiminde Yeni Yaklaşımlar', 'Sanal Gerçeklik Oyunlarında Gelişmiş Haptik Geri Bildirim Sistemleri Üzerine Bir İnceleme']","['2019', '2022']",ozan_aslan.md,1989,1994,1997,2001,2004,2008,2009,2011,None,,['2008,"2012', '2012-2015', '2015-2016']"
Ozan Doğan,Adana,15.08.1988,37,Adana Mehmet Akif Ersoy İlkokulu,1994-2002,Ankara Fen Lisesi,2002-2006,Ankara Üniversitesi,2006-2010,Gazetecilik,İstanbul Bilgi Üniversitesi,2012-2014,,None,"['Adana Hakimiyet Gazetesi', 'Milliyet Gazetesi', 'NTV', 'Mediascope TV']","['2009-2011', '2011-2015', '2015-2019', '2019-devam ediyor']",[],[],İstanbul,"['amatör fotoğrafçılık', 'doğa yürüyüşleri', 'trekking', 'klasik Türk müziği dinlemek', 'polisiye romanlar okumak']",Elif Doğan,"['Defne', 'Can']","['Dijital Habercilikte Yeni Trendler', 'Yerel Medyanın Dönüşümü: Adana Örneği']","['2014', '2010']",ozan_dogan.md,1994,2002,2002,2006,2006,2010,2012,2014,None,,['2009,"2011', '2011-2015', '2015-2019', '2019-devam ediyor']"
Ozan Tan,Ankara,15.08.1983,42,Çankaya İlkokulu,1989-1994,Ankara Atatürk Lisesi,1994-2001,Hacettepe Üniversitesi,2001-2005,Sanat Tarihi,Koç Üniversitesi,2006-2008,,None,"['Pera Müzesi', 'İstanbul Modern', 'Sakıp Sabancı Müzesi']","['2008-2010', '2010-2014', '2014-2019']",['Kültür Köprüsü'],['2019'],İstanbul,"['analog fotoğrafçılık', 'eski plak koleksiyonculuğu', 'şehir keşifleri', 'seramik atölyelerine katılmak', 'tarihi yapı maketleri yapmak']",Elif Tan,"['Defne Tan', 'Can Tan']","['Dijital Çağda Müzecilik ve Katılımcılık: Türkiye Örneği', 'Minyatürden Piksele: Geleneksel Türk Sanatının Çağdaş Yorumları']","['2010', '2017']",ozan_tan.md,1989,1994,1994,2001,2001,2005,2006,2008,None,,['2008,"2010', '2010-2014', '2014-2019']"
Özge Karaca,Antalya,10.05.1988,37,Mustafa Kemal İlköğretim Okulu,1994-2002,Ankara Fen Lisesi,2002-2006,Hacettepe Üniversitesi,2006-2010,Bilgisayar Mühendisliği Bölümü,Ege Üniversitesi,2014-2016,Koç Üniversitesi,2016-2020,"['ASELSAN', 'Özyeğin Üniversitesi']","['2010-2014', '2020-devam ediyor']",[],[],Ankara,"['amatör fotoğrafçılık', 'bilim kurgu edebiyatı okumak', 'yoga yapmak']",Emre Karaca,"['Ela', 'Can']","['Genom Verilerinde Anomali Tespiti İçin Derin Öğrenme Yaklaşımları', 'Büyük Veri Analitiği ile Hastalık Genlerinin Belirlenmesi: Bir Vaka Çalışması', 'CRISPR-Cas9 Hedef Tanımlamada Yapay Zeka Uygulamaları ve Gelecek Perspektifleri', 'Biyolojik Dizilerde Desen Keşfi İçin Evrimsel Algoritmalar']","['2018', '2019', '2021', '2023']",ozge_karaca.md,1994,2002,2002,2006,2006,2010,2014,2016,2016,2020,['2010,"2014', '2020-devam ediyor']"
Özge Şimşek,İzmir,14.07.1988,37,Atatürk İlkokulu,1994-2002,İzmir Fen Lisesi,2002-2006,Ege Üniversitesi,2006-2010,Arkeoloji Bölümü,Ege Üniversitesi,2010-2012,,None,"['Türk Arkeoloji Enstitüsü', 'İzmir Arkeoloji Müzesi', 'Anadolu Kültür Vakfı']","['2012-2015', '2015-2019', '2019-devam ediyor']",[],[],İzmir,"['dağcılık', 'doğa yürüyüşleri', 'belgesel izlemek', 'antik sikkeler koleksiyonu yapmak']",Caner Yılmaz,"['Ela', 'Deniz']","['Batı Anadolu Antik Kentlerinde Sürdürülebilir Turizm ve Koruma Politikaları', ""Türkiye'de Kazı Alanlarında Toplum Katılımının Önemi: Bir Vaka Çalışması"", 'Dijitalleşme Çağında Müze Eğitimi ve Genç Kuşaklara Erişimi']","['2012', '2016', '2020']",ozge_simsek.md,1994,2002,2002,2006,2006,2010,2010,2012,None,,['2012,"2015', '2015-2019', '2019-devam ediyor']"
Özge Yıldız,Antalya,15.03.1987,38,Mimar Sinan İlkokulu,1993-2000,Antalya Lisesi,2000-2004,Boğaziçi Üniversitesi,2003-2007,İşletme,İstanbul Bilgi Üniversitesi,2007-2009,,None,"['Unilever Türkiye', 'Vodafone Türkiye', 'Garanti BBVA', 'Turkcell']","['2009-2012', '2012-2016', '2017-2020', '2020-devam ediyor']",[],[],İstanbul,"['amatör fotoğrafçılık', 'yoga', 'pilates', 'yemek kurslarına katılmak', 'seyahat etmek']",Onur Demir,"['Deniz', 'Ece']","['Mobil Uygulamaların Tüketici Satın Alma Kararları Üzerindeki Etkisi: Türkiye Örneği', 'Yapay Zeka Destekli Pazarlamanın Geleceği ve Etik Boyutları']","['2009', '2022']",ozge_yildiz.md,1993,2000,2000,2004,2003,2007,2007,2009,None,,['2009,"2012', '2012-2016', '2017-2020', '2020-devam ediyor']"
Özgür Bulut,Kayseri,12.07.1985,40,Yavuz Selim İlköğretim Okulu,1991-1998,Kayseri Lisesi,1998-2002,Marmara Üniversitesi,2002-2006,Gazetecilik Bölümü,Galatasaray Üniversitesi,2007-2009,,None,"['Hürriyet Gazetesi, Spor Servisi', 'NTV Spor', 'beIN Sports Türkiye']","['2006-2010', '2010-2017', '2017-devam ediyor']",['Maçın Perde Arkası Podcast Serisi'],['2019'],İstanbul,"['eski Türk filmlerini izlemek', 'Yeşilçam klasikleriyle ilgilenmek', 'profesyonel düzeyde fotoğrafçılık yapmak', 'doğa yürüyüşlerine çıkmak', 'amatör olarak satranç oynamak', 'tenis oynamak']",Aslı Bulut,"['Defne Bulut', 'Can Bulut']","['Türk Futbol Medyasında Dönüşüm: Dijitalleşmenin Etkileri ve Gelecek Trendleri', 'Sporda Marka İletişimi ve Taraftar Bağlılığı Üzerine Bir Araştırma: Büyük Kulüpler Örneği']","['2018', '2009']",ozgur_bulut.md,1991,1998,1998,2002,2002,2006,2007,2009,None,,['2006,"2010', '2010-2017', '2017-devam ediyor']"
Özgür Özsoy,Adana,15.06.1985,40,Adana İsmet İnönü İlkokulu,1991-1996,Adana Anadolu Lisesi,1996-2003,Ankara Üniversitesi,2003-2007,Gazetecilik Bölümü,Hacettepe Üniversitesi,2008-2010,,None,"['Milliyet Gazetesi', 'NTV Spor', 'Türk Telekom', 'bein Sports Türkiye', 'Fanatik Dijital Medya']","['2007-2011', '2011-2015', '2015-2018', '2018-2022', '2022-devam ediyor']",['Geleceğin Yıldızları Derneği'],['2019'],İstanbul,"['amatör futbol oynamak', 'doğa yürüyüşleri', 'sinema ve film eleştirileri yazmak', 'vintage fotoğraf makineleri koleksiyonu yapmak']",Elif Özsoy,"['Defne Özsoy', 'Can Özsoy']","['Sosyal Medyanın Taraftar Kültürü Üzerine Etkisi: Türkiye Örneği', 'E-Sporun Yükselişi ve Medyada Temsili']","['2013', '2017']",ozgur_ozsoy.md,1991,1996,1996,2003,2003,2007,2008,2010,None,,['2007,"2011', '2011-2015', '2015-2018', '2018-2022', '2022-devam ediyor']"
Özgür Şimşek,Ankara,15.06.1989,36,Ankara Sıhhıye İlkokulu,1995-2000,Ankara Atatürk Lisesi,2000-2007,Orta Doğu Teknik Üniversitesi,2007-2011,Bilgisayar Mühendisliği,Boğaziçi Üniversitesi,2011-2013,,None,"['Turkcell', 'Garanti Teknoloji', 'Global AI Solutions']","['2013-2015', '2015-2018', '2018-devam ediyor']",['Veri Okuryazarlığı Derneği'],['2020'],İstanbul,"['dijital sanat eserleri üretmek', 'uzun mesafe koşusu yapmak', 'doğa yürüyüşleri yapmak', 'fotoğrafçılık']",Elif Şimşek,"['Zeynep', 'Can']","['Makine Öğrenimi Destekli Finansal Dolandırıcılık Tespiti Modelleri ve Uygulamaları', 'Derin Öğrenme ile Doğal Dil İşlemede Duygu Analizi Modellerinin Karşılaştırmalı Analizi']","['2013', '2017']",ozgur_simsek.md,1995,2000,2000,2007,2007,2011,2011,2013,None,,['2013,"2015', '2015-2018', '2018-devam ediyor']"
Ramazan Kaplan,Konya,15.08.1986,39,Atatürk İlkokulu,1993-2000,Meram Anadolu Lisesi,2000-2004,Orta Doğu Teknik Üniversitesi,2004-2008,İşletme,Boğaziçi Üniversitesi,2009-2011,,None,"['Vestel', 'Türk Telekom', 'Turkcell', 'Netronik Teknoloji']","['2011-2014', '2015-2018', '2018-2022', '2022-devam ediyor']",[],[],İstanbul,"['amatör fotoğrafçılık', 'doğa yürüyüşleri', 'trekking', 'yerel lezzetleri keşfetmek']",Elif Kaplan,"['Deniz Kaplan', 'Can Kaplan']","['Teknoloji Odaklı Pazarlama Stratejileri', 'B2B İlişkilerde Güven İnşası']",[],ramazan_kaplan.md,1993,2000,2000,2004,2004,2008,2009,2011,None,,['2011,"2014', '2015-2018', '2018-2022', '2022-devam ediyor']"
Ramazan Yüce,Adana,25.07.1985,40,Seyhan İlkokulu,1991-1999,Adana Fen Lisesi,1999-2003,Orta Doğu Teknik Üniversitesi (ODTÜ),2004-2008,İnşaat Mühendisliği,Boğaziçi Üniversitesi,2008-2010,,None,"['STFA İnşaat A.Ş.', 'T.C. Ulaştırma ve Altyapı Bakanlığı', 'Akıllı Kentler Danışmanlık', 'İzmir Yüksek Teknoloji Enstitüsü']","['2008-2012', '2012-2018', '2018-devam ediyor', '2019-devam ediyor']","['Akıllı Kentler Danışmanlık', 'Türkiye Akıllı Kentler Platformu']","['2018', '2019']",İzmir,"['amatör fotoğrafçılık', 'doğa yürüyüşleri', 'trekking', 'klasik Türk müziği dinlemek', 'bağlama çalmak']",Elif Yüce,"['Can', 'Deniz']","['Akıllı Kent Altyapılarında Veri Entegrasyonu ve Yönetim Modelleri', 'Kentsel Dirençlilik için Siber-Fiziksel Sistemlerin Rolü: İzmir Örneği']","['2020', '2022']",ramazan_yuce.md,1991,1999,1999,2003,2004,2008,2008,2010,None,,['2008,"2012', '2012-2018', '2018-devam ediyor', '2019-devam ediyor']"
Reşat Şimşek,Adana,15.08.1988,36,Adana Borsa İlköğretim Okulu,1994-2002,Adana Anadolu Lisesi,2002-2006,İstanbul Teknik Üniversitesi,2006-2010,Bilgisayar Mühendisliği,Koç Üniversitesi,2010-2012,,None,"['Accenture Türkiye', 'Turkcell', 'Türk Telekom', 'Peak Games', 'PixelForge']","['2010-2012', '2012-2015', '2015-2018', '2018-2021', '2021-devam ediyor']",['PixelForge'],['2021'],İstanbul,"['Dijital İllüstrasyon', 'Masaüstü Rol Yapma Oyunları', 'Amatör Fotoğrafçılık']",Elif Yılmaz,"['Ada', 'Can']","['Optimizing Real-Time Game Engines in Distributed Systems', 'AI-Powered Adaptive Difficulty Scaling in Mobile Gaming']","['2012', '2017']",resat_simsek.md,1994,2002,2002,2006,2006,2010,2010,2012,None,,['2010,"2012', '2012-2015', '2015-2018', '2018-2021', '2021-devam ediyor']"
Rıza Erdoğan,Diyarbakır,05.07.1988,37,Diyarbakır Cumhuriyet İlkokulu,1994-2001,Diyarbakır Fen Lisesi,2001-2005,Koç Üniversitesi,2005-2009,Bilgisayar Mühendisliği,Boğaziçi Üniversitesi,2009-2011,Hacettepe Üniversitesi,2011-2015,"['Hacettepe Üniversitesi', 'Beko Global AR-GE Merkezi', 'Huawei Türkiye']","['2009-2015', '2015-2019', '2019-devam ediyor']",['Türkiye Yapay Zeka Etik Derneği'],['2022'],İstanbul,"['Robotik kodlama', 'Amatör astronomi', 'Gökyüzü gözlemleri', 'Doğa yürüyüşleri', 'Eski Türk filmleri izlemek']",Elif Erdoğan,"['Ada Erdoğan', 'Can Erdoğan']","['Etik Yapay Zeka Sistemlerinde Önyargı Azaltma Yöntemleri: Sosyal Veri Setlerindeki Algoritmik Sapmaların İncelenmesi', 'Derin Öğrenme Modellerinde Şeffaflık ve Açıklanabilirlik İçin Yeni Yaklaşımlar', 'İnsansı Robotik Arayüzlerinde Duygusal Zeka Entegrasyonu: Etik Boyutlar ve Kullanıcı Deneyimi', 'Büyük Veri Analitiğinde Etik İlkelerin Uygulanması: Vaka Çalışmaları ve Öneriler']","['2015', '2017', '2020', '2023']",riza_erdogan.md,1994,2001,2001,2005,2005,2009,2009,2011,2011,2015,['2009,"2015', '2015-2019', '2019-devam ediyor']"
Rukiye Aslan,Adana,12.07.1989,36,Adana Seyhan İlköğretim Okulu,1996-2003,Adana Fen Lisesi,2003-2007,Marmara Üniversitesi,2007-2011,Halkla İlişkiler ve Tanıtım,İstanbul Bilgi Üniversitesi,2012-2014,,None,"['Unilever Türkiye', 'Garanti BBVA', 'PepsiCo Türkiye', 'Gelecek İletişim']","['2014-2017', '2017-2020', '2020-2023', '2023-devam ediyor']",['Gelecek İletişim'],['2023'],İstanbul,"['klasik gitar çalmak', 'doğa fotoğrafçılığı', 'eski film afişleri toplamak', 'yoga']",Can Yılmaz,['Elif'],['Dijital Çağda Marka Aktivizmi ve Tüketici Algısı Üzerine Bir Araştırma'],['2014'],rukiye_aslan.md,1996,2003,2003,2007,2007,2011,2012,2014,None,,['2014,"2017', '2017-2020', '2020-2023', '2023-devam ediyor']"
Şahin Güler,Kayseri,15.03.1988,37,Kayseri Hürriyet İlkokulu,1994-2002,İstanbul Kadıköy Anadolu Lisesi,2002-2006,Orta Doğu Teknik Üniversitesi (ODTÜ),2006-2010,Bilgisayar Mühendisliği,İstanbul Üniversitesi,2013-2015,,None,"['Turkcell', 'Trendyol', 'Türk Telekom', 'Getir']","['2010-2013', '2013-2015', '2015-2018', '2018-devam ediyor']",[],[],İstanbul,"['Amatör fotoğrafçılık', 'yerel tarih araştırmaları']",Aslı Güler,"['Defne Güler', 'Emir Güler']","['Predicting Customer Lifetime Value in Telecommunication Using Ensemble Learning Methods.', 'Dynamic Demand Forecasting for Hyperlocal Delivery Services with Deep Learning.']","['2016', '2020']",sahin_guler.md,1994,2002,2002,2006,2006,2010,2013,2015,None,,['2010,"2013', '2013-2015', '2015-2018', '2018-devam ediyor']"
Şahin Yıldız,İstanbul,15.06.1989,36,Vefa İlköğretim Okulu,1996-2004,Cağaloğlu Anadolu Lisesi,2004-2008,Boğaziçi Üniversitesi,2008-2012,Siyaset Bilimi ve Uluslararası İlişkiler,Koç Üniversitesi,2013-2015,,None,"['PRONEW İletişim Danışmanlığı', 'Garanti BBVA', 'Vodafone Türkiye']","['2012-2014', '2017-2020', '2020-2023']",['Anka İletişim Çözümleri'],['2023'],İstanbul,"['amatör fotoğrafçılık', 'Uzak Doğu mutfaklarını keşfetmek', 'yeni tarifler denemek', 'haftalık yoga seanslarına katılmak', 'siyasi biyografileri takip etmek', 'tarih belgesellerini takip etmek']",Ayşe Aktaş,"['Defne', 'Can']","['Dijital Çağda Kurumsal İtibar Yönetimi: Türk Bankacılık Sektörü Örneği', ""Sürdürülebilirlik İletişiminde Yeni Yaklaşımlar: Türkiye'den Vakalar""]","['2016', '2019']",sahin_yildiz.md,1996,2004,2004,2008,2008,2012,2013,2015,None,,['2012,"2014', '2017-2020', '2020-2023']"
Salih Demir,Kayseri,15.08.1985,40,Kayseri Erciyes İlkokulu,1991-1999,Kayseri Fen Lisesi,1999-2003,Orta Doğu Teknik Üniversitesi,2003-2007,Bilgisayar Mühendisliği,Boğaziçi Üniversitesi,2008-2010,İstanbul Teknik Üniversitesi,2012-2016,"['ASELSAN', 'Huawei Türkiye', 'Vestel', 'Peak Games', 'DeepMind Türkiye']","['2007', '2010-2012', '2016-2019', '2019-2022', '2022-devam ediyor']",['Türkiye Bilişim Derneği Yapay Zeka Etiği Çalışma Grubu'],[],İstanbul,"['Uzun mesafe koşusu', 'Amatör fotoğrafçılık', 'Bilim kurgu kitapları okumak', 'Gitar çalmak']",Ayşe Yılmaz,"['Elif Demir', 'Can Demir']","['Derin Öğrenme Modellerinde Açıklanabilirlik ve Şeffaflık Üzerine Bir Araştırma', 'Mobil Oyunlarda Oyuncu Davranış Analizi için Gelişmiş Makine Öğrenmesi Yaklaşımları', 'Büyük Veri Ortamlarında Güvenli ve Mahremiyet Koruyucu Yapay Zeka Uygulamaları']","['2015', '2021', '2023']",salih_demir.md,1991,1999,1999,2003,2003,2007,2008,2010,2012,2016,"['2007', '2010","2012', '2016-2019', '2019-2022', '2022-devam ediyor']"
